iter	RMSE
182	0.1687670753
183	0.1687440308
184	0.1687119056
185	0.1686780681
186	0.168660728
187	0.1686399169
188	0.1686224318
189	0.1686094855
190	0.168574436
191	0.1685565485
192	0.1685259738
193	0.1685094304
194	0.1684741186
195	0.1684564229
196	0.1684419568
197	0.1684094396
198	0.1683918725
199	0.1683659158
200	0.1683461562
201	0.1683295047
202	0.1683069425
203	0.1682899255
204	0.1682745854
205	0.1682566321
206	0.1682410408
207	0.168213724
208	0.1681996652
209	0.1681871412
210	0.1681742005
211	0.1681624897
212	0.1681469257
213	0.1681209893
214	0.1681103252
215	0.1680978097
216	0.1680762843
217	0.1680642142
218	0.1680530936
219	0.1680289471
220	0.1680091301
221	0.1679960616
222	0.167987181
223	0.1679748906
224	0.1679612978
225	0.1679528979
226	0.1679310481
227	0.1679189922
228	0.167909689
229	0.1678983377
230	0.1678804555
231	0.1678693046
232	0.1678548924
233	0.1678456381
234	0.1678285427
235	0.1678183848
236	0.167810335
237	0.1678041312
238	0.1677927659
239	0.1677833529
240	0.1677695058
241	0.1677584926
242	0.1677424279
243	0.167732154
244	0.1677235689
245	0.167716193
246	0.1677019629
247	0.1676859142
248	0.1676735101
249	0.1676613596
250	0.1676478269
251	0.1676406976
252	0.1676355501
253	0.1676240514
254	0.1676116627
255	0.1675991334
256	0.1675849075
257	0.1675747797
258	0.1675624514
259	0.167551837
260	0.1675386461
261	0.1675286278
262	0.1675133942
263	0.1675054025
264	0.1674925093
265	0.1674869313
266	0.1674782011
267	0.1674682748
268	0.167461605
269	0.1674504844
270	0.1674401623
271	0.1674339502
272	0.1674257885
273	0.1674184442
274	0.1674085711
275	0.1673972946
276	0.1673878842
277	0.167381851
278	0.1673761447
279	0.1673689241
280	0.1673628286
281	0.1673571293
282	0.1673511558
283	0.1673458857
284	0.1673381258
285	0.1673312562
286	0.1673221675
287	0.1673140057
288	0.1673045701
289	0.1672963945
290	0.1672881456
291	0.1672817435
292	0.1672702203
293	0.1672648509
294	0.1672581189
295	0.1672479948
296	0.1672376347
297	0.1672305798
298	0.1672210546
299	0.1672113368
300	0.1672020847
301	0.1671945677
302	0.1671871369
303	0.1671808463
304	0.1671748311
305	0.1671669761
306	0.1671592652
307	0.1671543989
308	0.1671497528
309	0.1671442444
310	0.1671351256
311	0.1671283076
312	0.1671239345
313	0.1671186951
314	0.1671122377
315	0.1671056538
316	0.1671021964
317	0.1670976466
318	0.1670922997
319	0.1670843502
320	0.1670794665
321	0.1670708945
322	0.1670676035
323	0.1670585469
324	0.1670505351
325	0.1670450373
326	0.1670390431
327	0.1670283755
328	0.167020638
329	0.1670126781
330	0.1670086291
331	0.1670026109
332	0.1669966382
333	0.1669910995
334	0.1669832194
335	0.166976293
336	0.1669704092
337	0.1669627383
338	0.1669556577
339	0.1669479414
340	0.1669449816
341	0.1669382123
342	0.1669331479
343	0.166928237
344	0.1669220915
345	0.1669153936
346	0.1669127314
347	0.166907903
348	0.1669031812
349	0.1668972889
350	0.1668919173
351	0.1668854981
352	0.1668811599
353	0.166877711
354	0.1668721575
355	0.1668688262
356	0.1668644512
357	0.1668584512
358	0.166852742
359	0.1668482747
360	0.1668389914
361	0.16683384
362	0.1668285818
363	0.1668236079
364	0.1668189782
365	0.1668124224
366	0.1668068778
367	0.1668020865
368	0.1667967272
369	0.1667883243
370	0.1667812616
371	0.1667774899
372	0.1667740365
373	0.1667685903
374	0.1667639391
375	0.1667591135
376	0.1667540773
377	0.1667484114
378	0.1667415227
379	0.1667375358
380	0.1667311352
381	0.1667273202
382	0.1667218277
383	0.1667169056
384	0.1667090323
385	0.1667045369
386	0.1667005867
387	0.1666965093
388	0.166691786
389	0.1666882994
390	0.1666831735
391	0.1666764729
392	0.1666709655
393	0.1666659001
394	0.1666614638
395	0.166656531
396	0.1666530543
397	0.166647482
398	0.1666449289
399	0.1666400962
400	0.1666358431
401	0.1666323347
402	0.166624926
403	0.1666215503
404	0.1666172579
405	0.1666100667
406	0.1666061031
407	0.1666017746
408	0.1665982146
409	0.1665945143
410	0.1665904224
411	0.1665870519
412	0.1665789399
413	0.1665724917
414	0.1665682388
415	0.1665610059
416	0.1665546115
417	0.1665487078
418	0.1665446437
419	0.166540326
420	0.1665347385
421	0.1665312917
422	0.1665279129
423	0.1665246194
424	0.1665198261
425	0.1665156806
426	0.1665116285
427	0.1665038395
428	0.1664970778
429	0.166489859
430	0.1664841647
431	0.1664806969
432	0.1664750887
433	0.1664700009
434	0.1664665949
435	0.1664615301
436	0.1664573411
437	0.1664524529
438	0.1664493375
439	0.1664458927
440	0.1664427612
441	0.1664380786
442	0.166430265
443	0.1664268784
444	0.166424469
445	0.1664201201
446	0.1664168736
447	0.1664140312
448	0.1664092551
449	0.1664057617
450	0.1663982403
451	0.1663935306
452	0.1663893304
453	0.1663821252
454	0.1663788716
455	0.1663750969
456	0.1663720379
457	0.1663684952
458	0.1663656047
459	0.1663619774
460	0.1663590812
461	0.1663560617
462	0.1663496686
463	0.166345304
464	0.1663399541
465	0.1663340497
466	0.1663299825
467	0.1663220608
468	0.1663172107
469	0.1663147577
470	0.1663120412
471	0.1663057315
472	0.1662987557
473	0.1662936582
474	0.1662871535
475	0.1662825883
476	0.1662800619
477	0.1662779717
478	0.1662719499
479	0.1662661067
480	0.166260611
481	0.1662548141
482	0.1662505582
483	0.1662440542
484	0.1662397208
485	0.1662357288
486	0.1662316471
487	0.1662284677
488	0.1662249531
489	0.1662221963
490	0.1662181412
491	0.1662124265
492	0.166209189
493	0.1662053382
494	0.1662019959
495	0.1661992663
496	0.1661952975
497	0.1661910754
498	0.1661866739
499	0.1661807881
500	0.1661774061
501	0.1661718197
502	0.1661656397
503	0.1661616613
504	0.1661575635
505	0.1661525718
506	0.1661477673
507	0.1661434243
508	0.1661406925
509	0.1661379719
510	0.1661344087
511	0.1661318597
512	0.16612718
513	0.1661229692
514	0.166116294
515	0.1661129068
516	0.1661068427
517	0.1661032688
518	0.166100607
519	0.1660944393
520	0.166089563
521	0.1660861333
522	0.1660835252
523	0.1660791547
524	0.1660750972
525	0.16606981
526	0.1660644178
527	0.1660590387
528	0.1660554163
529	0.166051662
530	0.1660460523
531	0.1660409631
532	0.1660360573
533	0.1660335783
534	0.166029484
535	0.1660259424
536	0.1660235609
537	0.166020025
538	0.1660175094
539	0.1660147108
540	0.166008803
541	0.1660051732
542	0.1660025879
543	0.1659969429
544	0.1659931631
545	0.1659884132
546	0.1659830401
547	0.1659784982
548	0.1659750129
549	0.1659719231
550	0.1659687938
551	0.1659659793
552	0.1659621296
553	0.1659574484
554	0.1659525819
555	0.1659485801
556	0.1659438111
557	0.165939888
558	0.1659370306
559	0.1659343506
560	0.1659310459
561	0.1659280089
562	0.1659248858
563	0.1659224032
564	0.1659190609
565	0.165916433
566	0.1659143554
567	0.1659107188
568	0.1659058853
569	0.1659034102
570	0.165900905
571	0.1658979369
572	0.1658921306
573	0.1658900856
574	0.165886556
575	0.1658834576
576	0.1658785751
577	0.165875905
578	0.1658721492
579	0.1658697396
580	0.1658644793
581	0.165861655
582	0.1658569471
583	0.1658537785
584	0.1658494266
585	0.165845632
586	0.1658408533
587	0.1658376857
588	0.165833329
589	0.1658310131
590	0.1658256667
591	0.1658223137
592	0.1658198669
593	0.1658171569
594	0.1658147256
595	0.1658101858
596	0.1658069704
597	0.165804273
598	0.1658021323
599	0.1657973121
600	0.16579423
601	0.1657897031
602	0.1657875014
603	0.1657833115
604	0.1657797133
605	0.1657763578
606	0.1657739366
607	0.1657715969
608	0.1657686718
609	0.1657651628
610	0.1657623845
611	0.1657591859
612	0.1657549878
613	0.1657518384
614	0.1657494232
615	0.1657456036
616	0.165741198
617	0.1657382208
618	0.1657352808
619	0.1657329531
620	0.1657304897
621	0.1657281646
622	0.1657261065
623	0.165720764
624	0.1657189943
625	0.1657152758
626	0.165712186
627	0.1657080255
628	0.1657054732
629	0.1657033834
630	0.1656990822
631	0.1656946106
632	0.1656929516
633	0.1656906833
634	0.1656884471
635	0.165684138
636	0.1656822925
637	0.1656781569
638	0.165673891
639	0.1656699718
640	0.1656683096
641	0.165664446
642	0.1656602553
643	0.1656569814
644	0.1656527716
645	0.1656501004
646	0.1656473523
647	0.1656443084
648	0.1656422634
649	0.1656369999
650	0.1656350569
651	0.165630214
652	0.1656261231
653	0.1656242184
654	0.1656211959
655	0.1656181638
656	0.1656157282
657	0.165612108
658	0.1656100535
659	0.1656068429
660	0.1656043258
661	0.165600415
662	0.1655958191
663	0.1655936331
664	0.1655886971
665	0.1655865316
666	0.1655838382
667	0.1655811207
668	0.1655784927
669	0.1655766001
670	0.1655734649
671	0.1655706796
672	0.1655676731
673	0.1655655282
674	0.1655633272
675	0.1655598478
676	0.165557903
677	0.1655550965
678	0.1655535148
679	0.1655493198
680	0.1655475614
681	0.1655430389
682	0.1655415807
683	0.1655397843
684	0.1655369176
685	0.1655351389
686	0.1655332292
687	0.1655289503
688	0.1655250356
689	0.165520949
690	0.1655180519
691	0.1655149783
692	0.165512654
693	0.1655107376
694	0.1655085837
695	0.1655053324
696	0.1655036521
697	0.1655017312
698	0.165499484
699	0.1654969469
700	0.1654927583
701	0.1654903556
702	0.1654871846
703	0.1654856576
704	0.1654839558
705	0.1654802047
706	0.1654759666
707	0.1654744964
708	0.1654725348
709	0.1654702791
710	0.1654671498
711	0.1654646264
712	0.165460487
713	0.1654569655
714	0.1654548808
715	0.165452434
716	0.1654504717
717	0.1654486243
718	0.165444983
719	0.1654430954
720	0.1654409003
721	0.1654369863
722	0.1654339475
723	0.1654305379
724	0.1654278541
725	0.165426409
726	0.16542434
727	0.1654229289
728	0.1654209183
729	0.1654178613
730	0.1654139769
731	0.1654111499
732	0.1654081892
733	0.1654060527
734	0.1654042207
735	0.1654011588
736	0.165398086
737	0.165396001
738	0.1653932156
739	0.1653899792
740	0.1653872816
741	0.1653855222
742	0.1653833963
743	0.1653796029
744	0.1653771369
745	0.1653751275
746	0.1653716512
747	0.1653695206
748	0.1653668837
749	0.1653644036
750	0.1653602726
751	0.1653582734
752	0.1653543451
753	0.1653523068
754	0.1653502765
755	0.1653467974
756	0.16534447
757	0.1653425891
758	0.1653412285
759	0.1653372606
760	0.1653358541
761	0.1653336007
762	0.1653310704
763	0.1653283608
764	0.1653261868
765	0.165324121
766	0.1653222805
767	0.1653206949
768	0.1653164593
769	0.1653146238
770	0.165312155
771	0.1653094098
772	0.1653079008
773	0.1653038615
774	0.1653021946
775	0.1653006202
776	0.1652966058
777	0.165294588
778	0.1652909103
779	0.1652889683
780	0.1652858114
781	0.1652822356
782	0.1652807034
783	0.1652787906
784	0.1652760454
785	0.1652734063
786	0.1652703654
787	0.1652669258
788	0.1652636764
789	0.1652606834
790	0.1652568431
791	0.1652534385
792	0.1652501588
793	0.1652480111
794	0.1652452241
795	0.1652422436
796	0.1652404535
797	0.1652367422
798	0.1652337311
799	0.1652314816
800	0.1652286499
801	0.1652262412
802	0.1652242419
803	0.1652219419
804	0.1652201926
805	0.1652184481
806	0.1652157841
807	0.1652138675
808	0.1652105996
809	0.1652087043
810	0.1652069104
811	0.1652049859
812	0.1652034163
813	0.1652010434
814	0.1651976975
815	0.1651961049
816	0.1651939796
817	0.1651922601
818	0.1651906526
819	0.1651875655
820	0.1651845618
821	0.1651828497
822	0.1651813126
823	0.165178006
824	0.165176471
825	0.1651739029
826	0.1651717895
827	0.1651703129
828	0.1651690278
829	0.1651658213
830	0.1651632126
831	0.1651611529
832	0.1651583143
833	0.1651570459
834	0.1651538992
835	0.1651516364
836	0.165150111
837	0.1651470847
838	0.1651446561
839	0.1651425628
840	0.165140346
841	0.1651390746
842	0.1651367838
843	0.1651357084
844	0.1651318763
845	0.165128863
846	0.1651266377
847	0.1651240184
848	0.1651211366
849	0.1651185918
850	0.1651167551
851	0.1651152767
852	0.1651133663
853	0.1651095636
854	0.1651066148
855	0.1651030557
856	0.1651001736
857	0.1650983565
858	0.1650957899
859	0.1650941802
860	0.1650927733
861	0.1650897795
862	0.1650879301
863	0.1650858471
864	0.1650832831
865	0.1650814214
866	0.1650797714
867	0.1650772294
868	0.1650756931
869	0.1650740402
870	0.1650706703
871	0.1650672063
872	0.1650641369
873	0.1650626461
874	0.1650608625
875	0.1650590585
876	0.165057005
877	0.1650553196
878	0.1650529839
879	0.1650515573
880	0.1650500812
881	0.1650483148
882	0.1650453497
883	0.1650437069
884	0.1650419926
885	0.1650389979
886	0.1650376194
887	0.1650362392
888	0.1650327369
889	0.1650299283
890	0.1650275528
891	0.1650263673
892	0.1650246178
893	0.165021969
894	0.1650204359
895	0.1650186003
896	0.1650157459
897	0.1650131311
898	0.1650115364
899	0.1650100581
900	0.1650084358
901	0.1650053261
902	0.1650029788
903	0.1650012909
904	0.164999666
905	0.1649973207
906	0.1649941752
907	0.1649918695
908	0.1649901103
909	0.1649888052
910	0.1649872491
911	0.1649847819
912	0.164983338
913	0.1649810079
914	0.1649794391
915	0.1649762564
916	0.1649735664
917	0.1649715215
918	0.1649681048
919	0.1649667093
920	0.1649652284
921	0.1649632934
922	0.1649609774
923	0.1649596921
924	0.1649565614
925	0.164954341
926	0.1649530094
927	0.1649510442
928	0.164949542
929	0.1649480725
930	0.1649463777
931	0.1649440381
932	0.1649422305
933	0.1649398782
934	0.1649382372
935	0.1649366443
936	0.1649350172
937	0.1649318678
938	0.1649302186
939	0.1649273905
940	0.1649260258
941	0.1649234594
942	0.1649214601
943	0.1649184735
944	0.1649159472
945	0.1649131342
946	0.1649112689
947	0.1649096645
948	0.1649082871
949	0.1649069527
950	0.164904351
951	0.1649020248
952	0.1649006284
953	0.1648993126
954	0.1648977514
955	0.1648957455
956	0.1648929121
957	0.1648908068
958	0.1648890384
959	0.1648874949
960	0.1648851328
961	0.1648822105
962	0.1648798388
963	0.1648778929
964	0.1648751577
965	0.1648734346
966	0.1648716216
967	0.1648702096
968	0.1648685514
969	0.1648655027
970	0.1648641821
971	0.1648618524
972	0.1648603094
973	0.1648581834
974	0.1648569704
975	0.1648541473
976	0.1648528268
977	0.1648500034
978	0.1648485702
979	0.1648463581
980	0.1648441087
981	0.1648424148
982	0.1648402432
983	0.1648386211
984	0.1648358285
985	0.1648335758
986	0.164831099
987	0.1648287228
988	0.1648268618
989	0.1648238775
990	0.1648214188
991	0.1648200801
992	0.1648189002
993	0.1648174162
994	0.1648160635
995	0.1648131748
996	0.1648119754
997	0.1648102686
998	0.1648079088
999	0.1648052941
